#RRR|Lz25|Lz50|Lz75|Lzmean|
6.983231767e+05|4.135577294e+25|8.926224601e+25|1.069104419e+26|7.462742044e+25|7.462742044e+27
6.993539890e+05|5.124167917e+25|8.426258837e+25|1.094459476e+26|7.600095439e+25|7.600095439e+27
7.003512156e+05|5.331668821e+25|9.169732165e+25|1.060140750e+26|7.828353677e+25|7.828353677e+27
7.014599286e+05|6.571012422e+25|9.515122907e+25|1.107697794e+26|8.193846678e+25|8.193846678e+27
7.024557371e+05|5.839263609e+25|8.776690252e+25|1.107382492e+26|7.986813150e+25|7.986813150e+27
7.035095664e+05|5.064597884e+25|8.878205303e+25|1.100891190e+26|7.821700246e+25|7.821700246e+27
7.046424123e+05|5.963059761e+25|9.202191635e+25|1.093359486e+26|8.230244582e+25|8.230244582e+27
7.057277280e+05|5.438246488e+25|9.344243734e+25|1.111047123e+26|8.093523514e+25|8.093523514e+27
7.068966351e+05|4.518156772e+25|9.495422067e+25|1.130899312e+26|8.052042166e+25|8.052042166e+27
7.080322696e+05|4.785522474e+25|9.020316774e+25|1.107393293e+26|7.841948224e+25|7.841948224e+27
7.091541822e+05|4.649662215e+25|8.236669606e+25|1.073305520e+26|7.577087774e+25|7.577087774e+27
7.103198098e+05|5.304591069e+25|8.814877535e+25|1.078102781e+26|8.028039514e+25|8.028039514e+27
7.113240889e+05|5.247927169e+25|7.761936548e+25|1.057932903e+26|7.404352869e+25|7.404352869e+27
7.124254385e+05|5.140684463e+25|8.309624059e+25|1.087983809e+26|7.556934207e+25|7.556934207e+27
7.134026924e+05|5.370195849e+25|9.363706129e+25|1.152672258e+26|8.146060564e+25|8.146060564e+27
7.143869602e+05|6.096199202e+25|9.175414619e+25|1.124585255e+26|8.231952602e+25|8.231952602e+27
7.155825655e+05|5.498029613e+25|9.400855529e+25|1.102969296e+26|8.137896040e+25|8.137896040e+27
7.167051275e+05|4.539201644e+25|8.779133870e+25|1.105149893e+26|7.922351750e+25|7.922351750e+27
7.178429964e+05|7.230563814e+25|1.010786033e+26|1.152548728e+26|8.930129486e+25|8.930129486e+27
7.189410058e+05|4.852773870e+25|8.695637077e+25|1.104721501e+26|7.916242180e+25|7.916242180e+27
7.199546300e+05|6.062209896e+25|9.506004269e+25|1.169350168e+26|8.347174586e+25|8.347174586e+27
7.210295686e+05|4.760954805e+25|9.270947087e+25|1.145607836e+26|7.919708657e+25|7.919708657e+27
7.221875353e+05|4.825055198e+25|8.640459121e+25|1.137610713e+26|8.134851377e+25|8.134851377e+27
7.233219678e+05|6.170896408e+25|1.000653030e+26|1.161309356e+26|8.633577227e+25|8.633577227e+27
7.243819037e+05|5.504133317e+25|1.027767104e+26|1.184193466e+26|8.354944268e+25|8.354944268e+27
7.253500592e+05|4.616121870e+25|8.699035209e+25|1.145144465e+26|7.796658012e+25|7.796658012e+27
7.264834856e+05|4.856865667e+25|8.868929262e+25|1.181759339e+26|7.811083510e+25|7.811083510e+27
7.274564307e+05|6.026973945e+25|9.470420293e+25|1.134550619e+26|8.487123215e+25|8.487123215e+27
7.284998669e+05|6.224012438e+25|9.736912806e+25|1.180034795e+26|8.580073519e+25|8.580073519e+27
7.295225119e+05|6.117623323e+25|9.386718235e+25|1.177801870e+26|8.688161530e+25|8.688161530e+27
7.305608872e+05|5.626623728e+25|9.889200050e+25|1.168930194e+26|8.385544524e+25|8.385544524e+27
7.314736546e+05|6.012337832e+25|9.490802891e+25|1.167659211e+26|8.458023919e+25|8.458023919e+27
7.324827106e+05|4.784004959e+25|8.762545459e+25|1.188572558e+26|7.981986236e+25|7.981986236e+27
7.333915163e+05|6.498065679e+25|9.686896789e+25|1.160670152e+26|8.526532695e+25|8.526532695e+27
7.342097261e+05|4.765413222e+25|9.182998108e+25|1.187777614e+26|8.071724139e+25|8.071724139e+27
7.351356116e+05|7.067770037e+25|9.953536272e+25|1.193706547e+26|9.061378880e+25|9.061378880e+27
7.361170609e+05|5.956412595e+25|9.459057203e+25|1.170337077e+26|8.474874051e+25|8.474874051e+27
7.370950880e+05|6.106509299e+25|9.859185354e+25|1.170534502e+26|8.518423283e+25|8.518423283e+27
7.379692945e+05|4.657188640e+25|9.290765780e+25|1.221793815e+26|8.310465076e+25|8.310465076e+27
7.388404171e+05|4.697324700e+25|9.705187298e+25|1.213972211e+26|8.254714353e+25|8.254714353e+27
7.398429775e+05|5.951519969e+25|8.740987745e+25|1.189256351e+26|8.328823180e+25|8.328823180e+27
7.408398669e+05|5.918468046e+25|1.035878860e+26|1.201432213e+26|8.884730898e+25|8.884730898e+27
7.419315119e+05|7.392404057e+25|9.784084191e+25|1.187183893e+26|9.036640782e+25|9.036640782e+27
7.429434706e+05|6.956965679e+25|1.054115340e+26|1.217628798e+26|9.308567637e+25|9.308567637e+27
7.438815153e+05|5.362016927e+25|9.224252148e+25|1.236427878e+26|8.543447926e+25|8.543447926e+27
7.447877108e+05|5.519565029e+25|1.038191977e+26|1.237924776e+26|9.000311002e+25|9.000311002e+27
