#radius[cm] density[g/cm^3] temperature[K] pressure[dyne/cm^2] sp.energy[erg/g] sp.entropy[erg/g/K] menclosed[g] matID
3.26919000e+07 1.13234827e+01 5.17049128e+03 2.42478553e+12 6.01862281e+10 1.82407930e+07 1.67252580e+24 402
3.28766000e+07 1.13232541e+01 5.17034502e+03 2.42456953e+12 6.01819160e+10 1.82407930e+07 1.70093314e+24 402
3.30613000e+07 1.13230243e+01 5.17019792e+03 2.42435233e+12 6.01775796e+10 1.82407930e+07 1.72965998e+24 402
3.32460000e+07 1.13227932e+01 5.17005001e+03 2.42413390e+12 6.01732190e+10 1.82407930e+07 1.75870810e+24 402
3.34307000e+07 1.13225609e+01 5.16990127e+03 2.42391426e+12 6.01688341e+10 1.82407930e+07 1.78807927e+24 402
3.36154000e+07 1.13223272e+01 5.16975171e+03 2.42369340e+12 6.01644249e+10 1.82407930e+07 1.81777528e+24 402
3.38001000e+07 1.13220922e+01 5.16960132e+03 2.42347133e+12 6.01599914e+10 1.82407930e+07 1.84779788e+24 402
3.39848000e+07 1.13218560e+01 5.16945011e+03 2.42324804e+12 6.01555336e+10 1.82407930e+07 1.87814888e+24 402
3.41695000e+07 1.13216185e+01 5.16929808e+03 2.42302353e+12 6.01510516e+10 1.82407930e+07 1.90883003e+24 402
3.43542000e+07 1.13213797e+01 5.16914522e+03 2.42279781e+12 6.01465453e+10 1.82407930e+07 1.93984311e+24 402
3.45389000e+07 1.13211396e+01 5.16899154e+03 2.42257087e+12 6.01420147e+10 1.82407930e+07 1.97118990e+24 402
3.47236000e+07 1.13208982e+01 5.16883703e+03 2.42234272e+12 6.01374598e+10 1.82407930e+07 2.00287218e+24 402
3.49083000e+07 1.13206555e+01 5.16868171e+03 2.42211335e+12 6.01328807e+10 1.82407930e+07 2.03489172e+24 402
3.50930000e+07 1.13204116e+01 5.16852556e+03 2.42188276e+12 6.01282773e+10 1.82407930e+07 2.06725029e+24 402
3.52777000e+07 1.13201663e+01 5.16836858e+03 2.42165096e+12 6.01236497e+10 1.82407930e+07 2.09994967e+24 402
3.54624000e+07 1.13199198e+01 5.16821079e+03 2.42141795e+12 6.01189978e+10 1.82407930e+07 2.13299163e+24 402
3.56471000e+07 1.13196720e+01 5.16805217e+03 2.42118372e+12 6.01143216e+10 1.82407930e+07 2.16637795e+24 402
3.58318000e+07 1.13194229e+01 5.16789273e+03 2.42094827e+12 6.01096212e+10 1.82407930e+07 2.20011039e+24 402
3.60165000e+07 1.13191725e+01 5.16773246e+03 2.42071161e+12 6.01048965e+10 1.82407930e+07 2.23419074e+24 402
3.62012000e+07 1.13189208e+01 5.16757138e+03 2.42047374e+12 6.01001476e+10 1.82407930e+07 2.26862077e+24 402
3.63859000e+07 1.13186679e+01 5.16740947e+03 2.42023465e+12 6.00953744e+10 1.82407930e+07 2.30340225e+24 402
3.65706000e+07 1.13184136e+01 5.16724674e+03 2.41999435e+12 6.00905770e+10 1.82407930e+07 2.33853695e+24 402
3.67553000e+07 1.13181581e+01 5.16708318e+03 2.41975283e+12 6.00857554e+10 1.82407930e+07 2.37402664e+24 402
3.69400000e+07 1.13179013e+01 5.16691881e+03 2.41951010e+12 6.00809095e+10 1.82407930e+07 2.40987311e+24 402
3.71247000e+07 1.13176432e+01 5.16675361e+03 2.41926615e+12 6.00760394e+10 1.82407930e+07 2.44607811e+24 402
3.73094000e+07 1.13173839e+01 5.16658759e+03 2.41902099e+12 6.00711450e+10 1.82407930e+07 2.48264342e+24 402
3.74941000e+07 1.13171232e+01 5.16642075e+03 2.41877462e+12 6.00662264e+10 1.82407930e+07 2.51957081e+24 402
3.76788000e+07 1.13168613e+01 5.16625309e+03 2.41852703e+12 6.00612836e+10 1.82407930e+07 2.55686206e+24 402
3.78635000e+07 1.13165980e+01 5.16608460e+03 2.41827823e+12 6.00563166e+10 1.82407930e+07 2.59451894e+24 402
3.80482000e+07 1.13163335e+01 5.16591529e+03 2.41802822e+12 6.00513253e+10 1.82407930e+07 2.63254321e+24 402
3.82329000e+07 1.13160677e+01 5.16574517e+03 2.41777700e+12 6.00463099e+10 1.82407930e+07 2.67093664e+24 402
