#radius[cm] density[g/cm^3] temperature[K] pressure[dyne/cm^2] sp.energy[erg/g] sp.entropy[erg/g/K] menclosed[g] matID
1.02440000e+07 6.62594929e+00 2.43345983e+03 7.77303407e+10 1.68792372e+10 1.94283669e+07 3.00696690e+22 402
1.02960000e+07 6.62591725e+00 2.43343378e+03 7.77238218e+10 1.68791813e+10 1.94283669e+07 3.05286539e+22 402
1.03480000e+07 6.62588505e+00 2.43340761e+03 7.77172699e+10 1.68791251e+10 1.94283669e+07 3.09922844e+22 402
1.04000000e+07 6.62585268e+00 2.43338130e+03 7.77106848e+10 1.68790687e+10 1.94283669e+07 3.14605840e+22 402
1.04520000e+07 6.62582015e+00 2.43335486e+03 7.77040667e+10 1.68790119e+10 1.94283669e+07 3.19335760e+22 402
1.05040000e+07 6.62578745e+00 2.43332829e+03 7.76974153e+10 1.68789549e+10 1.94283669e+07 3.24112838e+22 402
1.05560000e+07 6.62575460e+00 2.43330159e+03 7.76907309e+10 1.68788976e+10 1.94283669e+07 3.28937306e+22 402
1.06080000e+07 6.62572158e+00 2.43327475e+03 7.76840134e+10 1.68788400e+10 1.94283669e+07 3.33809399e+22 402
1.06600000e+07 6.62568840e+00 2.43324778e+03 7.76772627e+10 1.68787822e+10 1.94283669e+07 3.38729350e+22 402
1.07120000e+07 6.62565505e+00 2.43322068e+03 7.76704789e+10 1.68787240e+10 1.94283669e+07 3.43697393e+22 402
1.07640000e+07 6.62562155e+00 2.43319345e+03 7.76636620e+10 1.68786656e+10 1.94283669e+07 3.48713762e+22 402
